GENRE,GENRE_Pred_NB,GENRE_Pred_NB_oversampled,GENRE_Pred_NB_undersampled,GENRE_Pred_logistic_reg,GENRE_Pred_logistic_reg_oversampled,GENRE_Pred_logistic_reg_undersampled
drama,drama,drama,romance,drama,drama,romance
sci-fi,drama,thriller,sci-fi,comedy,thriller,fantasy
adult,drama,horror,horror,drama,drama,adult
comedy,drama,drama,drama,drama,drama,drama
drama,drama,western,drama,drama,drama,drama
comedy,drama,thriller,mystery,drama,drama,mystery
comedy,drama,biography,reality-tv,comedy,comedy,romance
music,documentary,music,music,music,music,music
drama,drama,mystery,mystery,drama,mystery,mystery
short,drama,mystery,drama,drama,short,drama
drama,documentary,documentary,documentary,documentary,documentary,documentary
war,documentary,action,war,drama,action,war
drama,drama,drama,thriller,drama,drama,thriller
reality-tv,documentary,reality-tv,game-show,documentary,reality-tv,sport
documentary,documentary,documentary,news,documentary,documentary,news
documentary,documentary,music,music,documentary,documentary,musical
reality-tv,drama,drama,drama,drama,drama,drama
drama,drama,romance,horror,short,short,short
musical,drama,comedy,musical,comedy,comedy,musical
comedy,drama,comedy,adult,drama,comedy,adult
comedy,documentary,comedy,comedy,comedy,comedy,comedy
short,drama,sci-fi,sci-fi,drama,sci-fi,sci-fi
documentary,documentary,documentary,adult,documentary,documentary,drama
documentary,documentary,sport,music,music,family,musical
short,drama,adult,sport,short,short,sport
documentary,documentary,sport,drama,documentary,documentary,documentary
drama,documentary,documentary,history,documentary,documentary,history
drama,drama,action,drama,drama,drama,drama
documentary,documentary,history,history,documentary,documentary,documentary
drama,drama,drama,romance,drama,drama,romance
action,drama,action,action,action,action,action
drama,documentary,documentary,documentary,documentary,documentary,war
drama,drama,drama,horror,drama,drama,adult
drama,drama,family,biography,documentary,documentary,biography
drama,drama,fantasy,mystery,drama,short,romance
drama,drama,western,drama,comedy,comedy,romance
short,documentary,short,short,short,short,short
documentary,documentary,documentary,biography,documentary,documentary,biography
family,documentary,short,horror,documentary,short,animation
comedy,drama,adventure,war,drama,adventure,family
drama,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,drama,drama,drama,drama,drama
western,drama,western,western,drama,western,western
horror,drama,horror,horror,drama,horror,horror
music,documentary,music,music,music,music,music
short,drama,drama,horror,drama,thriller,horror
short,documentary,short,documentary,short,short,documentary
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,war,drama,drama,horror
action,drama,action,action,drama,action,action
drama,drama,action,action,drama,action,action
comedy,drama,short,sci-fi,drama,drama,reality-tv
comedy,drama,sci-fi,sci-fi,comedy,short,sci-fi
thriller,drama,drama,horror,drama,horror,horror
horror,drama,thriller,thriller,short,horror,short
short,drama,short,adult,short,short,adult
documentary,documentary,documentary,history,documentary,documentary,history
western,drama,western,western,western,western,western
documentary,documentary,adventure,history,documentary,documentary,history
documentary,drama,documentary,drama,drama,comedy,documentary
documentary,documentary,documentary,war,documentary,documentary,war
drama,drama,drama,drama,drama,drama,drama
short,documentary,short,short,documentary,short,short
documentary,documentary,documentary,adult,documentary,documentary,adult
comedy,drama,comedy,drama,comedy,comedy,drama
drama,drama,drama,war,drama,drama,war
reality-tv,documentary,adventure,adventure,reality-tv,reality-tv,adventure
comedy,drama,comedy,biography,drama,drama,biography
short,drama,short,crime,short,short,crime
drama,drama,thriller,crime,drama,short,crime
family,drama,horror,horror,comedy,comedy,animation
documentary,documentary,biography,history,documentary,documentary,history
animation,documentary,adventure,fantasy,documentary,animation,fantasy
drama,drama,drama,mystery,drama,drama,mystery
drama,documentary,biography,biography,documentary,documentary,short
drama,documentary,horror,horror,horror,horror,mystery
comedy,documentary,comedy,talk-show,comedy,comedy,talk-show
short,drama,short,short,short,short,short
comedy,documentary,comedy,music,comedy,comedy,reality-tv
drama,drama,drama,horror,drama,drama,horror
comedy,documentary,fantasy,fantasy,drama,sci-fi,sci-fi
documentary,documentary,documentary,reality-tv,documentary,documentary,animation
documentary,documentary,music,music,documentary,documentary,music
reality-tv,drama,reality-tv,reality-tv,comedy,comedy,animation
short,drama,short,short,short,short,short
documentary,documentary,sport,music,documentary,documentary,biography
adult,drama,adventure,adventure,adventure,adventure,adventure
music,documentary,family,family,family,family,family
documentary,documentary,horror,horror,horror,horror,horror
short,drama,short,adult,drama,comedy,adult
drama,drama,short,thriller,short,short,thriller
documentary,documentary,documentary,documentary,documentary,documentary,documentary
reality-tv,documentary,documentary,talk-show,documentary,comedy,talk-show
short,documentary,music,music,documentary,documentary,musical
comedy,drama,romance,romance,comedy,comedy,romance
drama,drama,thriller,romance,drama,comedy,romance
documentary,documentary,documentary,war,documentary,short,war
comedy,comedy,horror,horror,comedy,comedy,horror
sport,documentary,reality-tv,talk-show,documentary,reality-tv,news
comedy,documentary,music,music,comedy,music,music
documentary,documentary,documentary,documentary,documentary,documentary,biography
short,documentary,short,short,short,short,short
adventure,drama,adventure,adventure,adventure,adventure,adult
documentary,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,documentary,sci-fi,documentary,documentary,biography
thriller,drama,horror,thriller,drama,drama,thriller
short,documentary,documentary,history,documentary,documentary,history
documentary,documentary,documentary,sci-fi,documentary,documentary,sci-fi
comedy,drama,short,thriller,drama,drama,romance
short,documentary,reality-tv,sci-fi,documentary,family,sci-fi
documentary,documentary,war,war,documentary,war,war
documentary,documentary,documentary,history,documentary,documentary,history
comedy,drama,drama,drama,drama,comedy,comedy
documentary,documentary,comedy,drama,documentary,documentary,biography
documentary,documentary,short,documentary,documentary,documentary,documentary
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,talk-show,documentary,short,talk-show
talk-show,documentary,talk-show,talk-show,talk-show,talk-show,talk-show
documentary,documentary,history,history,documentary,documentary,history
short,documentary,short,short,short,short,short
comedy,drama,adventure,horror,drama,action,fantasy
action,drama,crime,crime,crime,crime,crime
documentary,documentary,documentary,musical,documentary,musical,musical
drama,drama,drama,drama,drama,drama,drama
drama,drama,short,war,comedy,comedy,comedy
drama,drama,drama,sci-fi,drama,drama,sci-fi
comedy,drama,comedy,drama,drama,drama,drama
reality-tv,documentary,sport,sport,sport,sport,sport
documentary,documentary,horror,horror,horror,horror,horror
drama,drama,drama,horror,drama,drama,crime
crime,drama,thriller,crime,drama,crime,crime
thriller,drama,thriller,horror,horror,horror,horror
documentary,documentary,short,biography,short,short,mystery
documentary,documentary,music,music,documentary,documentary,music
comedy,drama,comedy,romance,comedy,comedy,short
documentary,documentary,documentary,documentary,documentary,documentary,animation
horror,drama,horror,horror,horror,horror,horror
drama,documentary,documentary,war,documentary,documentary,war
comedy,drama,horror,thriller,documentary,documentary,fantasy
documentary,documentary,documentary,game-show,documentary,documentary,family
comedy,drama,drama,drama,comedy,comedy,romance
drama,drama,comedy,western,comedy,comedy,western
drama,drama,drama,romance,drama,drama,drama
documentary,documentary,documentary,biography,documentary,documentary,biography
horror,drama,horror,thriller,drama,family,drama
history,drama,war,war,drama,fantasy,fantasy
short,drama,romance,musical,drama,musical,musical
sport,documentary,sport,sport,action,action,sport
drama,drama,drama,thriller,drama,drama,thriller
western,drama,western,western,western,western,western
drama,documentary,short,thriller,documentary,documentary,thriller
documentary,documentary,documentary,music,documentary,documentary,music
documentary,documentary,documentary,news,documentary,documentary,news
comedy,drama,comedy,drama,comedy,comedy,drama
game-show,documentary,reality-tv,game-show,comedy,reality-tv,game-show
fantasy,documentary,family,biography,drama,comedy,biography
fantasy,drama,horror,horror,horror,action,horror
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,western,drama,drama,western
documentary,documentary,documentary,biography,documentary,documentary,biography
drama,drama,drama,adult,drama,drama,adult
drama,drama,drama,drama,drama,drama,drama
drama,drama,drama,drama,drama,drama,romance
documentary,documentary,documentary,reality-tv,documentary,documentary,reality-tv
documentary,documentary,news,news,documentary,documentary,news
comedy,drama,thriller,thriller,drama,short,thriller
drama,drama,drama,thriller,drama,short,thriller
drama,drama,drama,drama,drama,drama,drama
comedy,drama,game-show,game-show,comedy,game-show,game-show
documentary,documentary,action,news,documentary,documentary,news
horror,drama,horror,horror,horror,horror,horror
history,documentary,sci-fi,fantasy,documentary,documentary,history
comedy,drama,comedy,drama,comedy,comedy,drama
family,drama,drama,drama,drama,drama,drama
reality-tv,documentary,reality-tv,reality-tv,documentary,reality-tv,family
drama,drama,drama,drama,drama,drama,drama
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,documentary,documentary,documentary,documentary,documentary
short,documentary,documentary,thriller,drama,short,adult
drama,drama,short,horror,drama,thriller,horror
documentary,documentary,documentary,documentary,documentary,documentary,documentary
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
music,documentary,music,music,music,music,music
comedy,drama,thriller,crime,thriller,thriller,crime
documentary,documentary,documentary,documentary,documentary,documentary,documentary
adult,documentary,adult,adult,drama,adult,adult
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,comedy,game-show,comedy,comedy,talk-show
drama,drama,drama,thriller,drama,drama,family
reality-tv,drama,comedy,comedy,comedy,comedy,comedy
